X,Y,Z,q_1_x,q_2_y,q_3_z,q_0_w,Theta1,Theta2,Theta3,Theta4
-0.308918536381545,0.044356806344266,0.1864900285646,-0.1491598328080048,-0.9888130987586524,-3.719426950388804e-17,4.864139978173722e-17,2.505126149921169,1.4047248321116006,0.06350997143539963,1.067695420088355
0.0380097797254693,0.32796608176268394,0.19779280818109804,0.7611779651890764,0.6485430635745149,6.121879648893284e-17,1.2877938892813858e-18,1.0104568793820687,1.2449754437991256,0.052207191818901565,0.8440946884936509
-0.28752217454567996,0.252281080953869,0.23846985002455,-0.7467344442108586,-0.6651222968966685,-5.3475285755353194e-17,2.9829402777091657e-17,2.193590917699636,0.6136876257152828,0.011530149975449528,1.351963380057865
0.209188544439448,0.18650257731500897,0.236638220147207,0.6758517269516401,0.7370376131355073,5.1326562249690604e-17,3.339136811038561e-17,0.165703647424413,1.656995588791759,0.013361779852793123,0.16534598132976286
-0.17240250521629003,0.36078683016487106,0.19995659077911399,0.5933903061942649,0.8049148678678242,5.497927292689855e-17,2.695698434699704e-17,1.9962354909536169,0.0542257973946171,0.0500434092208864,0.17939731454229993
0.17434058333989003,0.296348930221928,0.231122770658845,0.7851903343166865,0.6192545025235182,5.404266838790922e-17,2.878870351664212e-17,0.6371543518534112,1.1119682482058004,0.01887722934115509,0.4135368016330492
-0.0351957789507248,0.267340024267078,0.21145669093075498,-0.7284318017671878,-0.6851183183758908,-5.281118492567996e-17,3.0989969399795776e-17,1.1208116231246663,1.7354130499149327,0.03854330906924487,1.3466924423527626
0.206302446769307,0.312195435055684,0.21873071363589897,0.808706935371745,0.5882117753680558,4.5152742896642286e-17,4.135975417678836e-17,0.710998409797183,0.7470607832832222,0.03126928636410136,0.2003675065434886
0.0417106195508441,0.360245214525145,0.20825150967089803,-0.9712423211113492,-0.2380931617712669,-5.981383209286905e-17,1.3103623430971759e-17,1.1250897188899402,0.9017750589201986,0.041748490329102175,1.5460606198771412
-0.318539587146755,0.13731266009346302,0.245495534087335,-0.4435824049681989,-0.8962335912041174,-4.5151292427224296e-17,4.136133760900298e-17,2.3432047189957568,1.0804140648859373,0.0045044659126650816,1.2012099615015603
-0.30576198873690996,0.0779322175842282,0.211235492816426,0.25243957246806964,-0.9676126612710988,-5.673930481936991e-17,2.3022830956884313e-17,2.406889271157977,1.3753704488744158,0.03876450718357423,0.13026575141082486
-0.227232895448316,0.329063274394171,0.18764969287300698,-0.9318741538868864,-0.3627816992594847,-5.913585513856659e-17,1.5885530953830664e-17,2.157550804960501,0.04692911740598764,0.0623503071269929,1.4619774736930278
-0.0911213277134019,0.202746720117401,0.231382434682889,0.11012620440509437,-0.9939176118287306,-6.034490044486407e-17,1.0387128908128884e-17,1.357161364273938,2.065240288505369,0.0186175653171108,0.060108947546082064
-0.392495810431927,0.0126290779830726,0.22144543778295497,-0.23115225634966505,-0.9729175886910764,-5.51670745064711e-17,2.657053531737945e-17,2.961755313512948,0.3954255364271444,0.028554562217045214,0.6821118912460329
-0.293033590251068,0.0171760968402892,0.213372700756374,-0.19083722984055929,-0.981621694802423,-2.4875104437117438e-17,5.595202083836778e-17,2.5467574913341693,1.5552796599109908,0.036627299243626274,1.3444744590946696
-0.0026478632567855,0.293306393172973,0.24900937967080203,0.4819668068152941,0.8761894755863421,6.118666212759351e-17,2.36470597291913e-18,1.0430792089273733,1.5569872018380917,0.0009906203291977713,0.4642698729265565
-0.389844708338634,-0.0434105148864494,0.221887242492594,-0.05267717920479497,-0.9986115935592906,-5.593912224345388e-17,2.4904097238939725e-17,3.1004071245799567,0.4073390378473749,0.028112757507406504,0.4715566525650008
-0.38823873985762397,-0.0202418612190893,0.19876671896500603,-0.21644910311387852,-0.9762939033719291,-5.127441473568082e-17,3.34713885306248e-17,3.010733866527155,0.4910164660833588,0.05123328103499389,0.7965094311769563
