X,Y,Z,Roll,Pitch,Yaw
0.00473785458981019,-0.00487526493819081,-3.59327921528596e-7,0.07655814630398905,-5.4991701993230565e-18,-5.254186372416936e-19
0.00702562530134354,-0.0241497744148443,-4.09091704567377e-7,-0.10509288292384761,-3.326043102254996e-18,-7.1825910943417465e-19
-0.0164896347030696,-0.00755449936622032,-1.05348155199358e-8,0.10539551081320256,5.407980409181848e-20,1.5941923958398185e-20
0.00170365680928486,0.00564651635134983,4.12889989975795e-8,-0.09320509964373269,5.001174333291186e-18,1.7692999499331973e-18
-0.0218103792971363,0.0153151686535695,1.80689391893196e-7,0.13972721895370532,-3.778265789019122e-20,-1.2591483349040612e-17
-0.00322745806681640,0.0100774106874775,1.11659359036675e-7,-0.08209858203321667,1.5835030536177057e-18,5.363947912538465e-18
0.00647274948273679,0.00395204195689514,1.75802954305304e-7,-0.07951089710131147,-9.010868859299899e-19,-3.1860296470581666e-18
-0.00404704276312176,0.0125401572197413,-4.94162445352497e-7,-0.08805027501792265,2.5280399775003036e-19,3.0244800182872796e-19
-0.0124190081508719,0.00763445820715197,-3.96624178500282e-8,-0.03923934205902518,-3.926702140004533e-19,-3.7751000468361303e-19
0.00243724607890708,-0.00519938154890504,-3.49723892734133e-7,0.008837276684395049,-1.3048611964521252e-18,-4.328143327929558e-18
-0.00450378927936734,-0.00283531291082498,-2.23191040982229e-7,0.005978303188994906,7.463771990517451e-19,8.898329236931431e-19
0.000449694915699614,0.00660980845810338,-4.58468256081535e-7,-0.020363939013134276,1.1396951814388813e-18,5.3372581378703565e-18
-0.00582309742745807,0.0104373176367539,3.85273138892028e-7,-0.017959897540448595,-3.9227180656550564e-19,-1.0898836505999319e-18
-0.00179738211758451,0.0100826783692147,1.33527212564655e-7,0.012989019039913828,4.818553456751941e-18,1.9878030636187674e-18
-0.0140919144168021,0.00180501678547001,2.66915164692794e-7,0.13825708003015,-1.1367332054583022e-17,-5.526128655329266e-19
-0.000678112945759646,-0.00237312320020133,4.00522673860149e-7,-0.0018337119859435163,-1.1293844390729238e-17,-9.991523410435871e-19
0.00233991564775282,0.000917078885622952,-4.47990263496845e-7,0.021381203020291478,-1.1517417994380447e-18,-5.235999116129173e-19
-0.00496594721090265,0.00687978155913399,2.22910551017641e-7,0.06523428370802756,6.2063606023887525e-19,2.1907433531346235e-18
0.00561429987660816,-0.00347026028966541,2.10037967574017e-7,0.07099502214715113,-1.331802992601811e-18,-5.178307480756547e-18
0.0107579167077800,0.000286436782891031,2.79246402612454e-7,-0.0318178534559185,1.113287171829236e-18,2.657973287668466e-18
-0.00160104589217522,0.00318229089092709,1.09233093126271e-7,0.005438307263544729,3.4756313313128685e-18,1.3990468247007073e-18
0.00210443158254740,-0.00266212604425381,-3.16830992164174e-7,0.023779246225999924,-5.397657061828876e-19,-2.736249672981933e-19
0.00652770298260735,-0.00619176785395048,-3.15590301780411e-7,-0.008993074567441457,-4.295049383798482e-18,-4.348399250313105e-18
-0.00854077617781940,0.0198718950946098,2.63440779746382e-8,0.10495772161147893,-3.776576394383434e-18,-2.3517205045135782e-18
0.00377223653079067,-0.00608908776985720,4.41088719826954e-7,-0.036420450964120075,2.8322641641431752e-18,1.0011581689189484e-18
0.00373905982454195,-0.00312111143500710,-1.48520279685815e-7,0.01891861481624546,-3.088626357267332e-18,-1.4355154471336937e-18
0.000537280594876233,2.32242731162402e-5,4.34157879092290e-8,-0.018634833119379163,-7.094676007583317e-19,-3.6827647638321907e-19
0.0203558162391154,0.00723510833979135,-8.87249836933890e-8,-0.08483204446298998,9.032256194156031e-19,1.478709676752127e-19
0.0127946294605052,0.0176514470339720,5.08630985107672e-8,-0.08463760684518855,-7.205495175099309e-19,-9.216810792593437e-19
-1.13513881990768e-5,0.00368631777703299,-2.48151713067024e-7,-0.05624684609620993,2.301027196513699e-18,4.062559428822001e-19
0.00978772617124607,0.0140592963711663,-2.04584543916919e-7,-0.08996398638471086,-4.996979765335066e-19,-8.300122652361566e-19
-0.00612725090215938,-0.0156858517008902,-4.35115021069077e-7,0.067900581128176,-3.096376397601967e-18,-5.600769045321831e-18
-0.00601250635252248,-0.00284068691091535,3.54095486321260e-7,-0.07388030836480697,8.967158497772368e-19,3.348975042293472e-18
0.00153616114145530,-0.00189600272489648,1.71304360530034e-7,-0.0035164589299847646,6.47106969247233e-21,-1.306472531109206e-18
0.00362182686061621,0.00206131484744121,4.80180174067257e-7,-0.0780452821257786,4.191089741367221e-18,3.7105726607287066e-18
-0.0198109239877909,0.0164603644716523,5.86565301885500e-9,0.05170273738688182,-9.495967261276471e-18,-1.2509980275730487e-17
0.000228923129598768,-0.00709194009861439,-4.73110638943286e-7,0.012391020711801046,-5.248116367204035e-18,-1.456427931004909e-18
0.00109844905943979,0.00129890169927614,8.47434856732221e-8,0.051751332086576216,2.5156354384971713e-18,2.8772745518191607e-18
-0.0127131504735803,0.00613154958940759,1.20697316974283e-7,-0.02146265473311051,-2.1000151757559513e-18,-8.74460438607884e-19
