0.03868,0.075917,3.2655e-07,0.055545
0.1088,0.20657,7.5563e-07,0.15538
0.071429,0.18043,1.4045e-07,0.14905
0.059376,0.17707,1.3712e-07,0.14827
0.11272,0.14669,4.2483e-08,0.14117
0.11137,0.18058,1.8527e-08,0.15155
0.13071,0.19768,7.0372e-09,0.14314
0.12935,0.22024,4.0861e-06,0.24452
0.14529,0.16998,4.5702e-08,0.27866
0.12863,0.14433,8.3333e-08,0.24415
0.12774,0.20185,6.6985e-08,0.24747
0.12835,0.14221,3.3731e-08,0.19779
0.12762,0.16827,7.4768e-08,0.22025
0.12799,0.17337,4.5999e-07,0.19882
0.12728,0.14216,4.7783e-07,0.20203
0.12769,0.15987,1.8538e-07,0.16238
0.12695,0.13317,3.1912e-06,0.19429
0.12746,0.15214,6.8657e-09,0.14827
0.12677,0.12532,6.8987e-09,0.15321
0.12725,0.12966,8.7412e-09,0.15779
0.12652,0.12411,3.3788e-09,0.16715
0.12683,0.12284,1.7302e-07,0.1445
0.1265,0.12948,3.3788e-09,0.15776
0.12671,0.11529,2.6861e-07,0.13319
0.12619,0.12797,3.3788e-09,0.14609
0.12654,0.124,3.3788e-09,0.12385
0.12606,0.11452,1.8693e-08,0.11497
0.12641,0.17939,4.4047e-06,0.14704
0.12584,0.16454,2.9659e-08,0.13053
0.12617,0.14811,1.4018e-06,0.14296
0.12573,0.13679,3.4842e-07,0.12577
0.12606,0.17727,1.452e-07,0.1394
0.12553,0.13554,2.8608e-06,0.11726
0.12586,0.17247,3.3817e-09,0.13422
0.12542,0.16372,3.5762e-07,0.11875
0.12575,0.13504,3.3788e-09,0.13061
0.12524,0.13241,1.946e-07,0.11268
0.12557,0.14231,3.3788e-09,0.12635
0.12515,0.1315,3.3788e-09,0.11435
0.12547,0.1346,3.3788e-09,0.12356
0.12499,0.12903,3.3788e-09,0.11016
0.1253,0.14362,3.3788e-09,0.12111
0.12491,0.12771,3.3788e-09,0.11022
0.1252,0.13485,3.3788e-09,0.11947
0.12476,0.13192,3.3788e-09,0.10787
0.12505,0.13916,3.3788e-09,0.11725
0.12469,0.13092,3.3788e-09,0.10786
0.12496,0.13689,3.3788e-09,0.11585
0.12456,0.1301,3.3788e-09,0.10613
0.12482,0.1352,3.3788e-09,0.11396
0.12449,0.1284,3.3788e-09,0.10586
0.12473,0.13322,3.3788e-09,0.11276
0.12437,0.12773,3.3788e-09,0.10449
0.1246,0.13174,3.3788e-09,0.11083
0.12431,0.12639,3.3788e-09,0.10408
0.12452,0.12993,3.3788e-09,0.10965
0.1242,0.12579,3.3788e-09,0.10286
0.1244,0.12864,3.3788e-09,0.10763
0.12415,0.12462,3.3788e-09,0.10226
0.12433,0.12707,3.3788e-09,0.10629
0.12405,0.12404,3.3788e-09,0.10096
0.12422,0.12595,3.3788e-09,0.10404
0.124,0.12297,3.3788e-09,0.1002
0.12415,0.12463,3.3788e-09,0.10277
0.12391,0.1224,3.3788e-09,0.099041
0.12405,0.12364,3.3788e-09,0.10121
0.12386,0.12036,3.3788e-09,0.098362
0.12399,0.11751,3.3788e-09,0.099936
0.12378,0.1162,3.3788e-09,0.097279
0.1239,0.11683,3.3788e-09,0.098413
0.12374,0.11495,3.3788e-09,0.096549
0.12384,0.11615,3.3788e-09,0.097189
0.12367,0.11439,3.3788e-09,0.09548
0.12376,0.11568,3.3788e-09,0.095893
0.12363,0.11478,3.3788e-09,0.094736
0.1237,0.12122,3.3788e-09,0.094871
0.12356,0.11408,3.3788e-09,0.093702
0.12363,0.11853,3.3788e-09,0.093793
0.12352,0.11306,3.3788e-09,0.09296
0.12358,0.1163,3.3788e-09,0.092876
0.12346,0.11266,3.3788e-09,0.091956
0.12352,0.11489,3.3788e-09,0.091893
0.12342,0.11205,3.3788e-09,0.091213
0.12347,0.11345,3.3788e-09,0.091302
0.12337,0.11218,3.3788e-09,0.090483
0.12341,0.11267,3.3788e-09,0.090436
0.12333,0.11152,3.3788e-09,0.089744
0.12336,0.11225,3.3788e-09,0.089619
0.12328,0.11126,3.3788e-09,0.089004
0.12331,0.11187,3.3788e-09,0.089229
0.12325,0.11066,3.3788e-09,0.088298
0.12327,0.11141,3.3788e-09,0.088418
0.1232,0.1104,3.3788e-09,0.087594
0.12322,0.11101,3.3788e-09,0.087643
0.12317,0.10986,3.3788e-09,0.086471
0.12318,0.11053,3.3788e-09,0.086792
0.12313,0.1096,3.3788e-09,0.085818
0.12314,0.11012,3.3788e-09,0.086019
0.1231,0.10911,3.3788e-09,0.084804
0.1231,0.10964,3.3788e-09,0.085179
0.12306,0.10885,3.3788e-09,0.0842
0.12306,0.10924,3.3788e-09,0.08444
0.12303,0.10839,3.3788e-09,0.083278
0.12303,0.10877,3.3788e-09,0.083646
0.12299,0.10812,3.3788e-09,0.082726
0.12299,0.10838,3.3788e-09,0.08296
0.12296,0.10769,3.3788e-09,0.081892
0.12297,0.10793,3.3788e-09,0.082227
0.12294,0.10741,3.3788e-09,0.081391
0.12294,0.10755,3.3788e-09,0.0816
0.12291,0.10699,3.3788e-09,0.080641
0.12291,0.10712,3.3788e-09,0.080934
0.12288,0.10671,3.3788e-09,0.08019
0.12289,0.10675,3.3788e-09,0.080367
0.12286,0.1063,3.3788e-09,0.07952
0.12286,0.10634,3.3788e-09,0.079766
0.12283,0.10601,3.3788e-09,0.079115
0.12283,0.10598,3.3788e-09,0.079255
0.12279,0.10561,3.3788e-09,0.078518
0.1228,0.10558,3.3788e-09,0.078716
0.12277,0.10531,3.3788e-09,0.078155
0.12277,0.10534,3.3788e-09,0.078257
0.12273,0.10502,3.3788e-09,0.077625
0.12274,0.10497,3.3788e-09,0.077774
0.12271,0.10471,3.3788e-09,0.077297
0.12271,0.10462,3.3788e-09,0.077363
0.12268,0.10439,3.3788e-09,0.076826
0.12268,0.10442,3.3788e-09,0.076932
0.12266,0.10408,3.3788e-09,0.076529
0.12265,0.10406,3.3788e-09,0.076563
0.12263,0.10376,3.3788e-09,0.076111
0.12262,0.10369,3.3788e-09,0.076178
0.1226,0.10343,3.3788e-09,0.075841
0.12261,0.10353,3.3788e-09,0.075848
0.12258,0.10311,3.3788e-09,0.075468
0.12258,0.10315,3.3788e-09,0.075503
0.12256,0.10278,3.3788e-09,0.075222
0.12256,0.10277,3.3788e-09,0.075207
0.12254,0.10225,3.3788e-09,0.07489
0.12254,0.10233,3.3788e-09,0.074899
0.12252,0.10192,3.3788e-09,0.074664
0.12252,0.10192,3.3788e-09,0.074633
0.1225,0.10158,3.3788e-09,0.074442
0.1225,0.10153,3.3788e-09,0.074389
0.12247,0.10106,3.3788e-09,0.074225
0.12247,0.10108,3.3788e-09,0.074268
0.12245,0.10072,3.3788e-09,0.074028
0.12245,0.10066,3.3788e-09,0.074036
0.12243,0.10036,3.3788e-09,0.073833
0.12243,0.10025,3.3788e-09,0.07382
0.1224,0.099985,3.3788e-09,0.073541
0.1224,0.10003,3.3788e-09,0.073588
0.12238,0.099629,3.3788e-09,0.073367
0.12238,0.099608,3.3788e-09,0.07338
0.12236,0.09926,3.3788e-09,0.073195
0.12236,0.099192,3.3788e-09,0.073187
0.12234,0.098883,3.3788e-09,0.072944
0.12235,0.099016,3.3788e-09,0.07298
0.12233,0.098519,3.3788e-09,0.072789
0.12233,0.098576,3.3788e-09,0.072795
0.12231,0.098145,3.3788e-09,0.072636
0.12231,0.098144,3.3788e-09,0.072624
0.12228,0.097539,3.3788e-09,0.072418
0.12228,0.097651,3.3788e-09,0.072441
0.12226,0.097168,3.3788e-09,0.07228
0.12226,0.097192,3.3788e-09,0.072277
0.12225,0.096788,3.3788e-09,0.072144
0.12224,0.096752,3.3788e-09,0.072126
0.12223,0.096221,3.3788e-09,0.07201
0.12223,0.09626,3.3788e-09,0.072062
0.12221,0.095848,3.3788e-09,0.071886
0.12221,0.095809,3.3788e-09,0.071914
0.12219,0.095469,3.3788e-09,0.071765
0.1222,0.09538,3.3788e-09,0.071776
0.12217,0.095086,3.3788e-09,0.071575
0.12217,0.095157,3.3788e-09,0.071626
0.12215,0.094719,3.3788e-09,0.071464
0.12215,0.094717,3.3788e-09,0.071491
0.12213,0.094346,3.3788e-09,0.071301
0.12213,0.094292,3.3788e-09,0.071346
0.12212,0.093968,3.3788e-09,0.071199
0.12212,0.094122,3.3788e-09,0.071218
0.1221,0.093608,3.3788e-09,0.071054
0.12209,0.093679,3.3788e-09,0.071083
0.12208,0.093241,3.3788e-09,0.070958
0.12208,0.093249,3.3788e-09,0.070965
0.12207,0.092644,3.3788e-09,0.070828
0.12206,0.092763,3.3788e-09,0.07084
0.12205,0.092291,3.3788e-09,0.070738
0.12205,0.092316,3.3788e-09,0.070732
0.12203,0.09176,3.3788e-09,0.070621
0.12204,0.09182,3.3788e-09,0.070619
0.12202,0.091417,3.3788e-09,0.070535
0.12202,0.091378,3.3788e-09,0.070552
