X,Y,Z,roll,pitch,yaw,Theta1,Theta2,d3,Theta4
-0.287083998865239,0.0458530848209741,0.196445000000000,-2.3061393071795866,-5.050724988853322e-18,3.141592653589793,2.4411,1.5772,0.053555,0.041254
0.379640589775164,0.121163353526759,0.218308000000000,0.08892000000000003,-3.9877251134500597e-17,3.141592653589793,0.24203000000000002,0.17856,0.031692000000000005,0.33166999999999996
-0.237805632910709,0.305989158370880,0.249316080000000,2.37522,-2.2050093072386667e-17,3.141592653589793,2.0388,0.51746,0.00068392,0.18104
-0.293000844220900,0.252693905399531,0.230943000000000,2.3512,-4.8992960311886734e-17,3.141592653589793,2.2326,0.53018,0.019057,0.41158
0.132695171275930,0.217519184279856,0.179913000000000,0.7822100000000002,-1.2195466157898775e-16,3.141592653589793,0.41991000000000006,1.8418,0.070087,1.4795
-0.361870793721334,-0.0337630424048527,0.193875000000000,2.4565799999999998,-1.193009786145349e-16,3.141592653589793,2.9076,0.8919799999999999,0.056125,1.3430000000000002
-0.257174267560022,0.303467114407982,0.191828000000000,1.0217299999999998,-1.2042877295028396e-16,3.141592653589793,2.1923,0.21763000000000002,0.058172,1.3882
0.128079041919662,0.197979347000748,0.176860000000000,1.38401,-1.0039292032045667e-16,3.141592653589793,0.37142,1.9736,0.07314,0.96101
0.105057208352322,0.360169179707620,0.177243000000000,0.9417000000000001,-8.846112604628735e-17,3.141592653589793,1.0163,0.73258,0.072757,0.80718
-0.188782137398992,0.217672366628108,0.207645000000000,2.0475,-1.1758656973610523e-16,3.141592653589793,1.7379,1.5972,0.042355000000000004,1.2876
-0.323960335102775,0.180382521279275,0.221276000000000,2.2738899999999997,-9.297892439201662e-17,3.141592653589793,2.3404,0.79562,0.028724,0.86213
-0.0573633050729590,0.241841304055331,0.170484000000000,1.7195999999999998,-1.1971530430915362e-16,3.141592653589793,1.1925,1.8856,0.079516,1.3585
0.328707928875173,0.222365294395787,0.232332000000000,-0.49108000000000007,-1.1613963356639737e-16,3.141592653589793,0.49775,0.25916999999999996,0.017668,1.248
-0.387887212779911,-0.0166589882173257,0.190712000000000,-3.1404253071795867,-4.27959672518729e-17,3.141592653589793,2.9974,0.50235,0.059287999999999993,0.35699000000000003
0.232398587143156,0.167127108299369,0.191986000000000,1.727212,5.288706426346574e-18,3.141592653589793,0.072413,1.6116,0.058013999999999996,-0.043199
0.298722167802793,0.262552965939208,0.208161000000000,0.72316,-1.6650007181103338e-17,3.141592653589793,0.63812,0.22141999999999998,0.041839,0.13638
-0.256330581880164,-0.0103713242650404,0.184495000000000,-2.2828553071795863,-4.8868346375782104e-17,3.141592653589793,2.5813,1.8295,0.065505,0.41047
0.148071330587475,0.342554308253158,0.215922000000000,0.4232900000000001,-1.150149166728278e-16,3.141592653589793,0.8816700000000001,0.7618199999999999,0.034078,1.2202
-0.274769312970757,0.0380409493530641,0.174571000000000,2.8449,-1.1696249158641784e-16,3.141592653589793,2.4364,1.6784,0.075429,1.2699
-0.00892061581329659,0.398126801366391,0.223236000000000,0.52069,-1.13882568959986e-16,3.141592653589793,1.5203,0.19459,0.026764,1.1942
-0.143755848992568,0.342537038854454,0.204573000000000,2.1025199999999997,-4.336456695115579e-17,3.141592653589793,1.6784,0.7860699999999999,0.045426999999999995,0.36195
0.0368072375639150,0.280225684290165,0.211715000000000,2.07343,-5.3032912832981733e-17,3.141592653589793,0.8822,1.6391,0.038285,0.44787
-0.262293751304740,-0.109596514936909,0.176137000000000,-2.4995053071795867,-8.999935848691761e-17,3.141592653589793,2.9825,1.6267,0.073863,0.82552
0.318582131373915,0.193320295774497,0.236868000000000,0.56092,-5.548004296673135e-17,3.141592653589793,0.26154,0.76954,0.013132,0.47016
0.202012177562655,0.148751918765874,0.192476000000000,1.531896,-4.359125112423751e-17,3.141592653589793,0.026425999999999998,1.8694,0.057524,0.36393000000000003
-0.216561121981063,0.237076806173642,0.186315000000000,2.73744,-5.10586282653699e-17,3.141592653589793,1.8405,1.327,0.063685,0.43006000000000005
-0.200907230727623,0.343154048323447,0.246523900000000,1.74017,-5.87879117446382e-17,3.141592653589793,2.0164,0.22446999999999998,0.0034761,0.5007
-0.145893426441332,0.369852061765967,0.221267000000000,1.84516,-2.9510886983366104e-17,3.141592653589793,1.8615,0.22703,0.028732999999999998,0.24336999999999998
-0.332300302819168,0.218722020259592,0.209634000000000,1.69767,-1.0283022969384467e-16,3.141592653589793,2.4787,0.21565,0.040366,0.9966799999999999
0.347668434535695,0.182554040803623,0.199004000000000,0.5100899999999999,-2.6899881326965664e-17,3.141592653589793,0.33566999999999997,0.39588,0.050996,0.22146
-0.338090364966732,0.209988899974382,0.174308000000000,1.5924000000000003,-1.1037947623543756e-16,3.141592653589793,2.5083,0.2069,0.075692,1.1228
-0.323459454559872,0.129906529218039,0.223695000000000,2.4128,-1.0460867602795691e-16,3.141592653589793,2.3743,1.0625,0.026305000000000002,1.024
-0.336509814234319,0.183340795407289,0.209201000000000,1.6517200000000003,-1.199771863871138e-16,3.141592653589793,2.4195,0.60112,0.040799,1.3689
-0.104239115390222,0.256652961064608,0.197133000000000,1.4849,-1.224530128045822e-16,-3.141592653589793,1.3883,1.6812,0.052867,1.5846
0.160335252884940,0.350419287248471,0.207902000000000,0.71428,-8.611382872428871e-17,3.141592653589793,0.93305,0.56108,0.042098000000000003,0.77985
0.252931195304762,0.168304652410709,0.243424900000000,0.612778,-9.846074109646573e-17,3.141592653589793,0.07345800000000001,1.4733,0.0065751,0.9339799999999999
-0.262767632759820,0.189568134581264,0.186726000000000,3.07465,-3.390853336254232e-17,3.141592653589793,2.0541,1.3011,0.063274,0.28055
0.386190637752602,0.0927605577591348,0.176945000000000,-0.39557,-8.656111955974346e-17,3.141592653589793,0.14374,0.24569000000000002,0.073055,0.785
0.102959063885104,0.357753135244086,0.187248000000000,1.35436,-5.053043239384511e-17,3.141592653589793,1.0048,0.77488,0.062752,0.42532
0.0961161751568465,0.276877922201862,0.171808000000000,1.83548,-5.024468913658769e-17,3.141592653589793,0.69944,1.5588,0.078192,0.42276
-0.00351688786431647,0.332086629681669,0.190210000000000,1.8169199999999999,-6.422774617882131e-17,3.141592653589793,1.1422,1.2268,0.059789999999999996,0.55208
-0.213129246249759,0.335296815211128,0.198362000000000,1.06323,-1.151739194453647e-16,3.141592653589793,2.0471,0.24013,0.051637999999999996,1.224
0.322930740421149,0.221919769045561,0.181473000000000,0.5976700000000001,-3.226369714515993e-17,3.141592653589793,0.44593999999999995,0.41833000000000004,0.068527,0.2666
0.357284849285565,0.133840751721726,0.242455400000000,-0.3209700000000001,-1.0778856113104776e-16,3.141592653589793,0.12440999999999999,0.6308199999999999,0.0075446,1.0762
0.349113950378758,0.184206959396424,0.189162000000000,-0.7756799999999999,-1.2186022496056374e-16,3.141592653589793,0.35999000000000003,0.33573000000000003,0.06083799999999999,1.4714
-0.107276998573002,0.261167091563263,0.220383000000000,2.20424,-9.111560487637893e-17,3.141592653589793,1.402,1.6413,0.029616999999999997,0.83906
