X,Y,Z,roll,pitch,yaw,Theta1,Theta2,Theta3,Theta4
0.170349491774825,0.32942779947891904,0.19384031301900503,0.8012633841076005,-8.734830275467953e-17,3.1415926535897927,0.8007704718904188,0.7946213893131262,0.05615968698099525,0.7941284770959444
0.0259205832024564,0.39332823177992704,0.234839626987492,0.9583523142143578,-8.50419050062861e-17,3.1415926535897927,1.3731002853218643,0.3528653743435843,0.015160373012507644,0.7676133454510907
0.0306438476044315,0.27207352874674695,0.18476637383754702,2.582512817923901,-8.85275600418339e-19,3.1415926535897927,0.8847166726311115,1.705025032114367,0.06523362616245308,0.007228886821577761
-0.341233637229935,0.0209179340114697,0.243983049378517,3.073763164858493,-8.166650697072147e-17,3.1415926535897927,2.671956150960913,1.1317909120587542,0.006016950621483072,0.7299838981611739
-0.388524388577374,0.0682811202261772,0.210325293384347,1.911084381153256,-1.1702961502256046e-16,3.1415926535897927,2.8391368423064147,0.34370243630248554,0.03967470661565257,1.2717548974556452
-0.208156837165455,-0.104085998544677,0.245389895118609,-2.8571634155858017,-1.2242633273107143e-16,3.1415926535897927,2.977272271725212,1.9945201655403628,0.004610104881391468,1.5457705456717894
0.0105737494644658,0.297449679666464,0.22717105656029601,2.298476529014024,-2.818190222226226e-17,3.1415926535897927,1.0077437793105808,1.5229365097546608,0.022828943439703767,0.232203760051218
-0.378876291821715,-0.00514329809001001,0.17790234992073498,2.2164122589279267,-1.198423268524394e-16,3.1415926535897927,2.905333710529583,0.6745587032431185,0.07209765007926468,1.3634801548447746
-0.0725759934438463,0.36150100619805897,0.190093846485966,1.8442018483180247,-5.277164897053778e-17,3.1415926535897927,1.4657684072491857,0.8239379661334812,0.0599061535140337,0.4455045250646423
-0.39224779769298906,0.0578500682021244,0.23942022814625896,2.706453076295194,-5.4376639575247795e-17,3.1415926535897927,2.892667465048971,0.2738646830478336,0.010579771853741244,0.4600790718016109
-0.368603903697752,0.051323492864216,0.241008113522743,2.1167964147520064,-1.2016260291714276e-16,3.1415926535897927,2.71689407915037,0.7764973459318353,0.008991886477256841,1.3765950103301994
0.23716255841113798,0.237046863525871,0.22735811635529102,0.1453381925933772,-1.208191904363906e-16,3.1415926535897927,0.3557496838636853,1.1962712212104971,0.02264188364470943,1.4066827124808052
0.24705481993633,0.30683140266173,0.19472395841775303,0.2274612075385234,-9.525302509887891e-17,3.1415926535897927,0.7582154709748484,0.360403562381939,0.05527604158224679,0.8911578258182641
-0.0700843966538041,0.366261370634595,0.22302012736249302,1.1977229019090858,-1.0594919634253115e-16,3.1415926535897927,1.4772983808494642,0.7658556507280455,0.0269798726375066,1.0454311296684236
0.0153265337442196,0.369400205754005,0.179758667396028,0.7196008855726911,-1.186862592103997e-16,3.1415926535897927,1.230960620533884,0.8103859237786973,0.07024133260397238,1.32174565873989
-0.166079978751288,0.36102971647337495,0.23185186255314802,1.6302511728652829,-6.076378888144201e-17,3.1415926535897927,1.913662419917604,0.2357752385610705,0.018148137446851592,0.5191864856133912
0.10556931519565,0.37555901764702904,0.17321619035621397,1.3167121728969076,-3.2523538325621916e-17,3.1415926535897927,1.1250775691843329,0.4604347330159557,0.07678380964378638,0.268800129303381
-0.34412999398165195,-0.0749992359071501,0.227561160991631,-2.4951903995948057,-2.6630807894630737e-17,3.1415926535897927,2.984043901067303,1.0231594214570845,0.02243883900836892,0.219208414939608
0.164211003139587,0.188375082039636,0.217654221511762,1.6861106414405809,-5.1539731779832616e-17,3.1415926535897927,0.244315049404943,1.8761819714607209,0.032345778488238504,0.43438637942508335
0.0707273006185566,0.233176572947577,0.24187229368920002,2.3766943900439514,-2.4589594720885563e-17,3.1415926535897927,0.659352953567077,1.9195049775831716,0.008127706310799647,0.2021635411062976
0.3853856855691621,0.10656183438008199,0.215350548313388,-0.2718600574145253,-6.684164690730247e-17,3.1415926535897927,0.2483370534897055,0.05715059540357927,0.03464945168661246,0.5773477063078101
0.349789109267532,0.17531701493664903,0.21122230386064303,0.5815499273467023,-1.882037645759221e-17,3.1415926535897927,0.303163991536769,0.4326774174824128,0.03877769613935728,0.1542914816724795
0.263674466115948,0.300515545047792,0.21002941164120603,-0.35969784306448965,-1.1629099673948832e-16,3.1415926535897927,0.8256392173327923,0.0665821818218239,0.03997058835879425,1.251919242219106
-0.19886672649252998,0.158344939355475,0.21093366484463896,-2.9218883209346878,-4.1982787357109825e-17,3.1415926535897927,1.8652345022186052,1.8459748387117343,0.039066335155360864,0.34991235468544163
0.17839095578241798,0.275615240308018,0.20693037830524103,0.9862232125466412,-8.969534873024698e-17,3.1415926535897927,0.5460016024281801,1.262088379207595,0.04306962169475943,0.8218667690891338
0.243373759353844,0.31354005660835804,0.217523421330622,-0.3861030816330877,-1.2168062165014306e-16,3.1415926535897927,0.8145480328489334,0.2569271492590046,0.03247657866937827,1.4575782637410255
-0.0338774658766972,0.366578379097019,0.220832350414078,1.5773871115084732,-7.028646070891604e-17,3.1415926535897927,1.3570929651339914,0.8315941322244693,0.029167649585922214,0.6112999858499873
-0.214148037289876,0.21548328815548604,0.23940878289878,2.5827238245015627,-8.167371551968316e-17,3.1415926535897927,1.839376643680264,1.4734100719020753,0.010591217101219757,0.7300628910807764
0.23053120334214103,0.284242179700772,0.234796607013041,1.1575453534084157,-3.3362184938227275e-17,3.1415926535897927,0.5735514020782199,0.8599042448880454,0.015203392986959241,0.2759102935578497
-0.0342181295252591,0.22140623532371498,0.18127404512738898,2.0767073101402658,-1.0718984304915088e-16,3.1415926535897927,1.0892760589604438,2.053428142708542,0.0687259548726114,1.06599689152872
-0.0879439768610351,0.340741801406874,0.222803772665823,1.2094239758371763,-1.1686269852740428e-16,3.1415926535897927,1.4501318081136334,1.026454787358749,0.02719622733417665,1.267162619635206
0.18586940395216503,0.21124335074262898,0.24445079231664396,0.7510972567307471,-1.1352543724288612e-16,3.1415926535897927,0.2888531725182993,1.6485922617951108,0.005549207683355633,1.1863481775826632
-0.29971156196075605,0.261027499444696,0.24352386652990302,1.63463053665798,-9.86503538785604e-17,3.1415926535897927,2.3375856938354103,0.23363322060917704,0.0064761334700972365,0.9365883777866072
0.0761138459504292,0.22815801592837698,0.18028594855555502,2.140423432602629,-5.096387997118203e-17,3.1415926535897927,0.6284149561738781,1.9412174554304171,0.06971405144444529,0.4292089790016662
-0.303698205440021,-0.0683146258196186,0.204694085786111,2.8613446044121362,-1.2102171810207336e-16,3.1415926535897927,2.8670165130506824,1.4114631743108512,0.045305914213889284,1.4171350829493976
-0.156344073400897,0.284918192940954,0.23135549376482897,2.456730749904936,-5.309149829308758e-17,3.1415926535897927,1.6128811849748903,1.2922503644887224,0.01864450623517061,0.4484007995586768
-0.223743945775113,-0.0469652521225338,0.243226798606475,-2.3441957486496072,-8.789148705721284e-17,3.1415926535897927,2.71703357671503,2.022433150896232,0.0067732013935245675,0.800477169081283
-0.34315304957859694,0.13827896704760997,0.23361094267027502,-3.0198124543192613,-6.108860123645509e-19,3.1415926535897927,2.461360656888441,0.8070004795018009,0.01638905732972472,0.004988283529916915
-0.239488290127679,0.128444323626346,0.211495102953582,2.6999542233869387,-1.0869095106130379e-16,3.1415926535897927,2.0719270472857234,1.7199812867782722,0.03850489704641768,1.0919541106770572
