X,Y,Z,q_1_x,q_2_y,q_3_z,q_0_w,Theta1,Theta2,d3,Theta4
-0.293170949164208,0.0506458971163739,0.196578540000000,0.3709116825620698,-0.9286681451083452,-5.52668857188547e-17,2.636229882983837e-17,2.442739,1.523923,0.05342146,0.06508827
0.373156562123900,0.143392552294491,0.218257827000000,0.9956108706400194,0.09358949868132942,1.9143501734963695e-17,5.816292459959425e-17,0.33998442,0.07171029,0.031742173,0.22424138
-0.220557275470901,0.314108736972686,0.249391412730000,0.42269484668030644,0.9062720709532609,6.053360350495363e-17,9.224006903711132e-18,1.9637034,0.59025735,0.00060858727,0.28520173
-0.295878227146600,0.246867997584262,0.230242884000000,0.3317165701216928,0.9433790951185531,6.123170424192447e-17,2.7902022172790684e-19,2.2374992000000002,0.5614140999999999,0.019757115999999998,0.33356583
0.155035738851964,0.202003178723686,0.180357970000000,-0.9484767858189435,-0.31684662971628075,-5.913341653788288e-17,1.589460616724691e-17,0.31286073,1.8429243999999998,0.06964203,1.5109792
-0.357198391867207,-0.0435893423728716,0.193938720000000,-0.2952705258721063,-0.9554136886978383,-3.2322645178351774e-17,5.2006211795602054e-17,2.9208045,0.93575644,0.056061280000000005,1.3144456
-0.263057517246819,0.300304413329882,0.191360295000000,-0.851723218343807,-0.5239919458675558,-5.935658169890314e-17,1.503980271400135e-17,2.2420223,0.12846297,0.058639705,1.267423
0.133280588830111,0.184965609062932,0.176669300000000,-0.7395473117040992,-0.6731045786140815,-6.120100917034243e-17,1.958553850754623e-18,0.31443465,2.0267515,0.0733307,0.86438864
0.118003704159096,0.353314500109563,0.177019560000000,0.8806494929459339,0.4737683722812972,5.795077280642764e-17,1.9776435163912895e-17,0.96382093,0.77167046,0.07298044000000001,0.74836147
-0.189544693205137,0.224000985387380,0.207525277000000,-0.5243870394595207,-0.8514800249253527,-4.6712604428468664e-17,3.958954463193605e-17,1.7365654,1.5560806999999999,0.042474723,1.2550436000000003
-0.318636378691335,0.184626238374767,0.220970637000000,-0.42315125056934244,-0.9060590594114721,-5.5491845892838015e-17,2.5885410872925357e-17,2.3111452999999997,0.82999444,0.029029363000000002,0.87338805
-0.0577595440024385,0.233165441002087,0.169775940000000,-0.6416439379481641,-0.7670026446462701,-4.717513965308292e-17,3.903723421768974e-17,1.1929138000000001,1.9433224999999998,0.08022406,1.387923
0.335477524315150,0.210447272827045,0.232477105000000,0.972021985649643,-0.23488988784901998,5.084902714102186e-17,3.411415975026011e-17,0.4511389,0.29163063,0.017522895,1.2169801000000002
-0.386662711732374,-0.0268383377919577,0.190453370000000,-0.004375897829476232,-0.9999904257132596,-5.645428547640351e-17,2.3713142094702303e-17,3.0187008,0.5161792000000001,0.05954663,0.40203917
0.246826457497755,0.165190072561471,0.192134094000000,0.7006897851188768,0.7134660643857296,4.368719660251215e-17,4.2904875127053964e-17,0.06089586,1.5279691,0.057865906,0.0
0.299266638745815,0.264947159025601,0.207742333000000,0.9355216261079164,0.3532694256292212,2.4624303370985768e-17,5.60628499110445e-17,0.69448817,0.08043426,0.042257667,0.05279529
-0.257335035729034,-0.0106069197052412,0.184390060000000,0.4074981863315231,-0.9132060162616754,-4.066519705699828e-17,4.5779266103446245e-17,2.5834725,1.8223223999999998,0.06560994,0.42477667
0.150917588799994,0.336068137247374,0.215900028000000,0.9827939297722122,0.1847054184448634,6.101467345416016e-17,5.158398970305285e-18,0.84407413,0.8281513,0.034099972,1.3006812
-0.278293271390194,0.0431489874057065,0.174471070000000,-0.18274729020842106,-0.9831599198103426,-2.6853657083724623e-17,5.502981517218073e-17,2.4278708,1.6467496,0.07552893000000001,1.3005878999999998
-0.0207547965816418,0.398513542209372,0.222750790000000,0.9616195195348657,0.274386405730193,6.065807993713003e-17,8.366408727488081e-18,1.5695615,0.14212382,0.027249209999999996,1.1557822
-0.143423934403581,0.339128267601020,0.204170617000000,0.4958482032547177,0.8684092119093787,6.074123226341973e-17,7.739648556358528e-18,1.665371,0.8306733000000001,0.045829383,0.39207423
0.0357611478369265,0.281875031884147,0.211913950000000,0.5166272106734442,0.8562104444538017,6.10291066387413e-17,4.984736656212357e-18,0.88946,1.6277285,0.038086049999999996,0.46140993
-0.268625597095523,-0.101542566576726,0.175754243000000,0.3251350873119057,-0.9456675816578887,-2.856034595913953e-17,5.416369720900619e-17,2.9537697,1.6045280000000002,0.074245757,0.7543959
0.326844519459287,0.172906602971047,0.236898154000000,0.9736573207287772,0.22801627527713667,4.254593283421017e-17,4.4036837487738845e-17,0.18843475,0.8097854999999999,0.013101846,0.53814065
0.200025718570897,0.150297140711872,0.192184390000000,0.7088154597330429,0.7053939637134946,5.528419064534712e-17,2.632598946561286e-17,0.035254896,1.8740983,0.057815609999999996,0.34339559999999997
-0.220888792960362,0.240207072159147,0.186199470000000,-0.20941340695406316,-0.977827195872508,-5.991438910323831e-17,1.2635878878827691e-17,1.8582988,1.2801718,0.06380053000000001,0.418828
-0.203097096595286,0.342159947390897,0.246681440000000,0.6323315875363357,0.7746978529748081,5.978307806361955e-17,1.324322596249928e-17,2.0270932,0.21193933,0.0033185600000000003,0.46655828
-0.165228561208165,0.363485249910009,0.221235356000000,0.5689594741916337,0.8223655614917126,5.4833417729437504e-17,2.725244496854644e-17,1.9508746,0.12422985,0.028764644,0.14399183
-0.343580096516574,0.202877583260726,0.209272727000000,-0.6285293493589229,-0.7777858683432406,-5.951651640307365e-17,1.439387827853588e-17,2.5536377,0.14558446,0.040727273,0.9169514000000001
