X,Y,Z,Roll,Pitch,Yaw
-0.00134909570915920,-8.24526427910532e-5,0.000133180672078514,0.0010858763039891925,7.9722173616711165e-19,5.544576038847625e-20
0.000541597650079551,-0.00192057564711273,-5.05820917045541e-5,-0.006559552923847463,-2.2634527398451186e-18,-4.782662246554783e-19
0.000758722736738771,0.000565079235585297,7.53221951844685e-5,-0.0010654691867976107,3.242756685636837e-19,9.518660276932332e-20
-0.00117372611641531,-0.000179391463919348,-0.000700074711001031,0.02094237035626706,8.244374067214712e-19,3.085355919069808e-19
0.000530188278897531,-0.000200836902600587,0.000445150689391882,0.0023231489537051467,2.0973087759154277e-20,3.743751956370361e-19
0.00144494378730986,0.000251110719458554,6.38316593590260e-5,0.0034367579667839523,-3.541034866458091e-19,-1.3388216998422645e-18
0.000589499795940363,0.000789340878795119,-0.000467529197045680,0.0018213728986887785,4.42277369605678e-19,1.4536805271870107e-18
0.00115450414732723,-0.000473580718074823,-0.000191194162445341,0.004737234982077459,5.551827221960554e-19,6.616243042348487e-19
0.000527487655901826,0.000779778609094950,-0.000223479662417869,0.0061905779409747305,7.943763456124785e-19,7.535394510344605e-19
0.00167469027276165,0.00112923721036684,-0.000120072723892750,-0.0010602233156053176,2.0952638364715693e-19,6.451096822822039e-19
0.000820167132072169,0.00140840418466645,-0.000305586191040985,-0.00016000681100466482,3.4239986653971906e-19,4.103388611529213e-19
5.34559862200717e-5,-0.00206605459514017,-0.000708518468256036,0.008349360986865876,-2.9961250538626406e-19,-1.634358600635128e-18
0.000946498012519226,-0.00148070393198771,0.000145490273138926,-0.0010904675404487267,1.9841061950720936e-19,5.392572822604155e-19
-0.000572881070047049,-9.66712054173459e-5,-0.000258496472787417,0.003069849039914098,8.356240263400744e-19,3.6202366064713085e-19
0.000335955937797200,-0.000132018952428065,0.000148360915164736,-8.995996985001436e-05,2.6741831930574323e-19,2.6791552353432705e-22
-0.000133642002736911,2.10698861914382e-5,-0.000418266477326124,-0.002866571985943663,-9.783092013338759e-19,-4.4965600583389286e-20
0.00133546179888239,0.000681483445422154,-0.000105387990263495,0.0020694330202916072,-5.944273565490327e-19,-2.684430173824482e-19
-0.00211968899838405,0.000393610553349688,-2.17490894489636e-5,0.013488513708027387,-3.2135140449712797e-19,-1.1997872873316984e-18
0.00209034145717135,0.00163777776297701,-9.97199620324518e-5,0.00012752214715135065,-1.1455585397869493e-19,-4.1100446821683466e-19
-0.00107626406056518,0.000673177625872212,-0.000484930753597401,0.0033952665440816353,1.2697313119308497e-18,3.017903888599557e-18
-0.00126913130318770,-0.000226480362506887,-0.000402273766906880,0.006888377263544835,-1.1054867867089193e-19,-4.654036279841474e-20
0.00105834185555896,-0.00101277845027220,0.000198633169007867,0.006127816225999862,-9.075666536781762e-20,-4.577326004809858e-20
0.000195857191824633,0.00186218050623266,-0.000383072590301792,0.011228725432558729,8.729561323735546e-20,8.399294244072635e-20
-0.000278388092446846,-0.000541797708840830,3.01803440779791e-5,0.004117321611478952,-3.6443893611407695e-19,-2.187144886592063e-19
0.00178577753903270,-0.00454386582385982,-0.000291168911280171,-0.0023588549641200608,1.2673669955501984e-18,4.576593953696349e-19
-0.000588611154756363,9.15455049804725e-6,-0.000115678520279716,0.001121214816245545,1.3605516804840936e-19,6.084954003117053e-20
-0.00165258527278733,-0.000970876659434350,0.000157583415787865,0.013669416880620797,-5.09990699840525e-19,-2.64135795962895e-19
0.00102068147228293,0.000868296483833908,-3.17327249836907e-5,0.001120575537010079,2.528455847287065e-18,3.965354283670015e-19
0.00151483576309874,0.00180701003510542,-0.000361222136901485,-3.6846845188492895e-05,-1.0846379632945343e-18,-1.3943871430305873e-18
-0.000712110838285263,0.00117224655992995,-7.55481517130674e-5,0.0030508839037902058,-5.966665825489823e-19,-1.1275511351741735e-19
0.00116617611686448,0.00166152415262574,-0.000361504584543926,0.0032811536152889766,-2.98762631614565e-19,-4.944644754960786e-19
0.000343463718813775,0.00149715360655062,-0.000341453115021040,-0.0026722188718239595,4.0833840495469945e-19,6.898930934902941e-19
-3.36192549196812e-5,0.00163713354327477,-5.03139045136547e-5,-0.0005622583648066279,3.846147292533977e-19,1.4832218074891426e-18
0.00293037712882604,-0.000647586151146906,-0.000118318695639497,0.008242241070015135,-1.9025007508502692e-24,-8.805691078397893e-20
